,Customer_name,Rating,Review_Title,Review
3481,sudhirkjha,5,Grand Hyatt is really grand,"An excellent place in Mumbai for relaxation or for business. Very close to the airport- hardly 15 minutes drive from domestic terminal. Staff is courteous, restaurants are excellent, rooms are spacious and well kept."
3482,jfkowallace,5,Fantastic,We stayed in the Grand Hyatt and Hyatt regency in Mumbai and they were both fantastic. On arriving in India and on our way home. I Highly recommended this group of hotels. We also stayed in a park Hyatt in Chennai which was delightful. The hotels all had interesting art collections. I was travelling with 2 teenage daughters. We arrived incredibly early as our flight was early and it was a very quick journey from the airport. There is a 24 hour cafe where we had some tea and reception gave us a lovely room as soon as one became available. At about 7 am. This was really apreciated.
3483,Laurent R,3,A questionable quality/price rate,I stayed in this hotel during a business trip and spent a week-end there. The Grand Hyatt is the five stars hotel but is it a reason to propose a double express for 650Rs (10USD). The Chinese restaurant is also very expensive.... Value for money is not there.
3484,Sourav,1,Careless. Utter careless,"I am an SPG platinum who happened to stay nine-ten nights in this hotel. I'm still here and I'll tell you why I'm rating this 1.  Incident one. 12th April night, I had to send one file to my team urgently for a client meeting next day. I found my lotus note not replicating. That happens at times. Fine. Called internet assistance. They suggested several things. Did so. Still one 900kb file won't be sent via mail.  Called again. This time they suggested I upgrade my plan, as the internet was extremely slow, and I was told the exact steps to do so. Tried, and found out I have the premium plan, which can't be upgraded.   Called again. They checked the same and I was told someone will come in my room to assist. 15 minutes passed. No one came. I had another idea by then. Used the LAN…"
3485,Greg F,4,"Very nice hotel, good restaurants and great service","This is a very nice hotel, near the airport. Very nice facilities, great fitness centre and beautiful pool. The service here is very attentive and friendly. There are 6 very good restaurants to choose from with all types of cuisine. The rate is very reasonable for the caliber of hotel. "
3486,sansi2202,5,official visit,a truly 5 star experience...had visited with some my senior official guests...it lovely place with spacious rooms...shopping arcade attached to the place will not let you feel bore any time...staff is very cooperative n careful
3487,Nisha V,5,Fantastic,"Loved this hotel, stayed for 4 nights and was delighted with everything. The hotel itself is beautiful, clean, modern and spacious. The staff are very friendly and will always greet you with a smile. The rooms are clean, spacious and airy with floor to ceiling windows. The only thing that I did not like about the room was that the bathroom did not have a proper door, this meant it was very noisy every time anyone used the bathroom. Conventional doors would block out noise and be preferable. The room service was excellent, the food and drinks were brilliant. The breakfast was delicious, plenty of fresh choices. The staff happily allowed me to pack some fruit and coffee when I needed to leave the hotel early and didn’t have time for a full breakfast, something which was much…"
3488,Gauravd822016,5,visit with friends,"Amazing hotel with great ambience, awesome food. building structure was good. a place to chill out with friends and family. Always recommended for leisure stay with lot of activities to do  (mostly drinks ;))."
3489,SunilRShetty,4,Great stay,"Stayed here for one night. Overall loved the experience, the check in process was smooth, the room was spacious and comfortable. The bed was just right and one did not feel like waking up the next morning. The staff is courteous and the food was pretty good as well. Ticked all the right boxes."
3490,Pallavi S,2,Disappointed!,I stayed there for 3days n didnt liked the 6to8 staff !! It was not cooperative at all. Everytime we need to ask for everything .. They were not pleasing not even smiling infront of the guest .. Quite rude .. We didnt enjoyed there !! But when we came in 2013 the staff was really nice n always smiling ! 
3491,Devil0424,1,Very disappointed for the second time,Very disappointed with the service of the hotel staff specially staff at the porch....had to buy a gift for a very close friend hence visited their shopping arcade....I frgt to take something frm my car so asked for assistance at the porch. ..instead of getting my car or getting the stuff frm my car I was asked to go to the car myself and get whatever I had to....and the attitude of staff was very bad ...... Pathetic place 
3492,Nageswararao V,3,Pathetic Service at  #Grand Hyatt,"I have stayed at Grand Hyatt, Mumbai on my business travel. Hotel room is good but the service is very bad. In-Room dining service is terrible. Got the food after 1 hour 15 minutes. While following up with the in-room dining service, they disconnected the call in-between without giving a response. At last they provide the reason ""we have huge crowd today"""
3493,Puneet_Khanna,4,excellent hotel in Mumbai,the Grand Hyatt hotel is a excellent property in the close vicinity of Mumbai airport and also close the business district like BKC. Hotel has some of the best restaurants in town. The chinese restaurant is unique and offers cuisine which is very distinctive in taste. Should be a must try if you are staying at Hrand Hyatt.
3494,Tom M,5,"They don't call it ""Grand"" for nothing.","In my opinion, this is one of the best Hyatt hotels in the entire chain. Located out near the airports, this property has an expensive open lobby, that is cool and quiet on even the hottest hectic days of April and May. The rooms are large and the beds comfortable.. Pay up for the club floor, as the lounge has wonderful breakfast and snacks throughout the day. Wonderful restaurants with real authentic Italian food. Stay here, and let me know if you disagree."
3495,LouisCastelino,5,Amazingly awesome ambience and a good hotel to visit,"Had been to Grand Hyatt Mumbai for a conference and I must say the infrastructure is fantastic and it is equally complimented by the hospitality and cordial behaviour of the staff. The food is really tasty. TO sum it up, it a great hotel to be in and have company conferences"
3496,stluciahoneymoon,3,Not what I expected,"I waited to review since I was so disappointed with the city I didn't want to take it out on the hotel.  By the way I would rate the city a 0 of 5.  Stay away if you can.  Well overall I was not upset about the hotel but there are the little things that don't make it a 5 star hotel.  If I were to compare to american 4 or 5 star hotels this one certainly has the potential to be one of those.  Most likely a 4 but it is fairly large so it could be a 5 if everything was exceptional. In its current condition though it would only be a 3. The mosquitoes were absolutely horrible.  I understand bugs outside but in the lobby, restaurants, and meeting places.  There were so many they had employees that only did mosquito control, walking around with electric fly swatters during dinner, even…"
3497,Sharanu P,1,Worst ever service among all 5 star (in room dining),"I am currently staying in this hotel for official conference. Starting from checkin process to rooms allotment and in room dining all aspects it's below par. First they given me smoking room even when I had requested for non smoking one. In room dining literally sucks ,no one picks the call and when they pick they are rude and doesn't have basic courtsey on how to speak .it's been more than 1hr th food hasn't arrived . I Would never stay in this hotel . Hopeless and pathetic service ."
3498,Bernadeta Puszkiewicz,5,Amaizing stay!!!,"I would like to share with you everything that I have experienced in Grand Hyatt Hotel Mumbai. I have had a great pleasure to stay in this wonderful hotel three nights and there are no words to say thank you enough! I have experienced amazing hospitality, a very warm welcome, care and sense that this hotel acts in accordance with it's policy  giving all their guests joy. Most importantly we were always treated with the highest level of respect. I must say that Fifty Five East restaurant offers best varieties of food I have ever had the pleasure to taste (they have to take responsibility for my current weight:-). Sushi section staff with Mr Ratan was doing everything to meet our expectations and served food that was simply a masterpiece which  has changed our culinary tastes…"
3499,Vishal Maru,3,Decent Luxury with Good Comfort!!,"I had visited this hotel in December first week. The room is good in size. Its spacious enough. The balcony is huge, and you also get a good view. Only issue is the interior of the room. When compared to other five star hotels in the city, the amenities feel not that premium. For example, the washroom is too simple and provides basic things which maybe a 4-star hotel also provides. The list of channels in the television is very limited.   Otherwise, all fine."
3500,Tausif S,5,Family,"As 1 of the best Hotel....My uncle came from london with family and he has booked Diplomatic Suite Room, 1 of the best rooms in hyatt enjoyed the massage with good price and gym swimming pool with chilled beer...and the best part instant room service is really nice..Bar Lounge Is Really Good...."
3501,684ma,5,One word: Amazing!!!,Stayed here for 3 nights before heading back to London and it was just amazing. Once you enter the hotel it doesn't feel like your in Mumbai. The staff are very helpful and nothings a bother for them...the breakfast is just awesome with traditional Indian breakfast to some nice fresh fruit. Rooms are very clean and we had a great pool view which made it even better...we stayed in an club room lounge so we had access to the club lounge happy hour which was great and also the SPA is amazing too (must have a massage there)
3502,KenM62,5,Grand Hyatt Mumbai,"A business hotel that serves leisure customers with equal care. The hotel is blessed with exceptional staff but the Grand Club tops this with service levels at exceptional levels. For thousands of guests to pass through the hotel each week and still for the Grand Club Staff to remember you is exceptional. Retention of staff like Yogesh, Vincent, Rajesh, Kevin, Yogesh and Akshay is of great benefit to the hotel. Good selection of food and beverages and great restaurants.  Look forward to my next visit."
3503,ElDav,4,"Very Comfortable, Convenient for Business, Good Food, but Expensive","Definitely at the upmarket end of hotels, the Grand Hyatt in Mumbai is very convenient if you're visiting offices in the Bandra Kurla area of the city. I arrived at around 01:00 (i.e. very late), and the Italian restaurant (with Indian overtones, thankfully!) was still open; if I remember correctly it's 24 hour, which was very helpful. Food was good, especially given the hour, though on the expensive side.  The club level of the hotel was pleasant, though as other reviewers have noted, there are people awake at all hours, which can make it a little noisy, though that wasn't really a problem. Breakfast in the lounge was fine: a good number of staff, and plenty of places to sit, and a nice view. Food selection was limited, but perfectly adequate.  I ate dinner at the Indian…"
3504,Roshan R,5,Best in its Class,"One of the best in Mumbai, ambience , club rooms are all perfect for a business and family visits, I normally visit the hotel regularly and would recommend the hotel for family stay.  Great food with multiple options"
3505,hemangjshah,4,Grand Hyatt,"Super sized rooms when compared to most rooms in Mumbai. The Grand Hyatt does provide a very comfortable stay with a good breakfast buffet to boot. It is located in Santa Cruz, so keep the proximity to the business areas in mind. The staff is quite friendly and overall the stay is very comfortable."
3506,MinKL,1,"Good hotel, but very noisy on club levels","I stay regularly at this hotel and usually at the club floor. But although there are signs requesting people to be quiet after 8pm, it is very noisy, especially if your room is near the lounge area. You then suffer not only from the open setup between floors, but also of all people walking in and out of the lounge. Interestingly the staff sitting at their desks just outside the lounge make most of the noise.  On some occasions the hotel has parties. Even though these are on lower ground level, the music is very present in any of the rooms on level 1 in that particular wing, this is a club floor. Strange considering that the club floor is the more expensive area of the hotel. Most other hotels have these floors at the higher levels, far way from potential disturbances. Anyhow,…"
3507,whokickmydog,5,Now this is 5 Star,"I night stay end of March 2016. Wife and 2 young kids. Check-in was so slick and everyone so polite, welcoming and smiling. My family was checked in by Shruti. I did not realise when booking that breakfast was not included. However, Shruti offered a Club Package that included breakfast and Club Lounge access. I did take up this offer. We were also given a room with balcony that was part of the garden so that the kids could play.  Then to my surprise, Shruti took us herself to our room and ensured we had everything to make our stay a pleasant one. Room. Excellent room. Clean, lots of sundries, large, modern and well maintained. Bathroom was modern with walk-in shower and separate bath tub.  Large bed, fridge, large flatscreen TV, lots of closet space, iron, hairdryer etc.  Garden…"
3508,The Nomad from nowhere,5,Outstanding,"When I first arrived, I was quite distressed as I was told their was a transfer bus from the airport to the hotel. On arrival to the hotel we checked in with Deepika Sharma, she was really helpful and managed to get all our rooms on the same floor and provided outstanding customer service from the point of checking in and checking out. Deepika is an asset to the Grand Hyatt and would definitely return again on future visits."
3509,Shanmugam K,5,Mumbai Grand HYATT Excellent hotel in the city. FIFTY FIVE EAST foodand staff -  excellent,"I really enjoyed my stay. The hotel nice and very comfortable the staff was excellent very helpful. The food in FIFTY FIVE EAST was excellent and outstanding. Special thank to Promod Sharma and Priyanka and I always looked forward seeing them when I was at the restaurant. In my personnel opinion the treatment you receive from the staff makes a big difference.  Also, the GYM was great. I am really looking forward coming back to sometime in the future. Overall it is one of the best hotels I have ever stayed. Hyatt family should be very proud. Concierge, staff at the GYM, Security, front desk and the rest was all good no complaint.  The staff at the Mumbai Grand Hyatt treated me very good regardless of the membership I carried."
3510,Susila R,5,Excellent Stay at Grand Hyatt Mumbai,"this was my 2nd stay at Grand Hyatt Mumbai. i decided to return here and had very good experience during my initial stay. Very good customer service, good food and comfortable stay. Hard to get at alot of hotels in India."
3511,Iahmedmalkani,4,Place that you will love.,"Overall everything was first class and excellent. The staff were friendly, helpful, knowledgeable and professional. Right from check-in to check-out everything was taken care off. The room was excellent and the club lounge was well staffed and catered."
3512,carla d,5,5 star stay,Perfect from start to finish a wonderful Hotel.  Polite staff extremely helpful. They arranged taxis for us. Used all the facilities breakfast was always a good standard.  I would recommend this Hotel.  Everything was very clean tidy and welcoming.  Would stay again. 
3513,RAJAN123456789,5,Pleasant Stay,"Very Pleasant and courteous staff , Very nice place to stay at. Pricing of dishes could be little reasonable and can be improved. Overall a very good experience as always. This hotel can be always recommended to nice and comfortable stay"
3514,P H,3,"Beautiful Hotel, service and food dont measure up",thought hotel was beautiful but my experiences with the indian restaurant was very poor- we couldnt eat the meal and waiter whisked away all the full plates without asking if anything was wrong...restaurant was literally empty but it was very hard to get served.
3515,punja_a,5,Excellent Hotel,"I am an Airline Cockpit Crew & I stay in this hotel quite often & every time I stay here the staff go out of their way to make it a different experience. Great  rooms , the gym & the pool are very nice too , Lovely & convenient  location & very close to the domestic Airport . The staff in every department are warm & friendly & their  service is excellent."
3516,JRM,1,Poor Service & Very Disappointing!!!,"Stayed here with my family in Feb 2016. Poor service started right from the reservation point. We have booked a weekend offer and specifically mentioned that a couple of times over the telephone only to realize on check out that they decided to book us on another package. The weekend offer also included the use of the executive club floor. however on check in that was not the case.   As first time guests of this hotel, we were not shown around the hotel nor were we informed about the facilities they offered for guests staying in house. On several inquires about the club lounge, we were informed where to go however no additional information was provided. In addition, we were celebrating a birthday in our group and i went to inquire at the reception as to what they can do to make…"
3517,ChouxPastryLove,5,"Our Stay At Grand Hyatt Hotel, Mumbai","We were awarded the IFBA award for Best Restaurant Review Blog, we got married, and finally kicked off something we’ve been waiting for for a long time… We added in a ‘Travel’ section to our blog. :)  We started off with Goa in January, and we’ve got Calcutta, Chennai, Pune and Kerala on our calendar this year.  We got married on the 26th of December 2015 in a very private ceremony with just 12 people on the guest-list. So we were really happy that Grand Hyatt, Mumbai decided to host us for three days just a day after our wedding. We’ve had some of our most memorable dining experiences at their restaurants, so this just made it extra special.  We were won over with all the attention and warm greetings we got from the Hyatt associates upon our arrival. From day one we were made…"
3518,Hrishi0813,5,Excellent Service,"Location better, check in smooth and quick, help full staff and maintenance of the hotel awesome. Different variety of foods available and prices are also reasonable. I came for business trips and the business meeting arrangement at hall was also good."
3519,Biplav S,5,Nice hotel,"It is a very nice hotel with excellent services. The breakfast is in particular very good and restaurants are amazing too. The standard room is a bit small if you are traveling with kids. The construction I used to find earlier has been completed. Hence, it was nice to see the green courtyard and swimming areas. Overall, a satisfying stay."
3520,VacayJones,2,Mosquito Heaven,"I'm not sure if Hyatt has just decided to neglect all of its ""Grand"" hotels, but I've stayed at three in the last six months and each of them seemed to have been needing a substantial upgrade. I stayed here for 3 nights in February of 2016 and I don't know if it was the season or if just the hotels incompetence, but the whole place was infested with mosquitos and lighting fire outside of the lobby and having hotel staff walk around with mosquito zappers (even in the restaurants) didn't seem to help. We had to cut short at least two meetings because we couldn't take being bitten--and this was in the lobby cafe.   It was terrible and while I only get to Mumbai once a year, this will be the last time I'll be staying here."
3521,Ross A,5,Survey of Grand Hyatt Mumbai,"Overall everything was first class and excellent. The staff were friendly, helpful, knowledgeable and professional. Right from check-in to check-out everything was taken care off. The room was excellent and the club lounge was well staffed and catered."
3522,Faulkner8251,1,In need of Extermination and cleaning,I really believe that this hotel needs a through cleaning and extermination. There are insects everywhere and I was bitten so much that I had to see a doctor.  My room floor was dirty tables had not been properly cleaned. Both management and Hyatt Corporate should take this very seriously. Food is ok and the airport transfer costs are not market and way too expensive.
3523,narendra1964,5,REALLY A GRAND EXPERIENCE,The check in was very smooth. The room thought a little far away from the lobby was exceptional. The breakfast is a grand fare. The room service menu is very over priced. On one incident there was too much delay in room service and I complained also.
3524,mars27,5,Grand hotel with cozy service,"I stayed here 8 nights on business and found despite being a large hotel, the service is personal and friendly. Rooms are a good size (I had a king standard) with the usual standard amenities, as well as some extras such as bath salts, luxury soaps, bathrobe, slippers etc. The weekend I arrived there was a conference on and despite there being 350 odd delegates there is plenty of space in the hotel to cater for them without disturbing other guests. The only feedback is the housekeeping standard was not quite as good as during the week. This is understandable considering how busy they were.  I ate at both Cellini and China House, both of which I would highly recommend as the food is of high standard. What I liked was both restaurants have open kitchens and as a single diner this…"
3525,U B V,5,Grand Hyatt for any purpose,"Grand Hyatt, Kalina, Mumbai is the Hotel for any purpose of your stay from leisure to business. It has excellent facilities to meet all your personal as well as business needs. It provides vide varieties of cousins with excellent ambient."
3526,VAM74,5,truley Nice to stay,"This is the best place to relax and dine after hard working day in busy and noisy mumbai, with several different restaurants and great chef in staff, and elegant lobby and comfy quite rooms, marks one my favorite places to stay in Mumbai, although its not in heart of the town but nicely located close to main areas of interest in Mumbai,  Overall I was always happy with my stay."
3527,Mehboob A,5,Sheer Class,"Huge Lobby ,spacious rooms with luxurious bathroom.excellent breakfast,location is conveniently near the airport.No detail is spared.I will definetly  return with the family.Rating is justified .The staff are very friendly."
3528,richard s,5,Grand Hyatt,This is the luxurious hotel in India seriously must visit yaar I have been there at jan and I felt like heaven....  Next week I am Planning to go with ma family and friends.  Food were set perfectly and rooms were maintained amazingly..  
3529,Noel W,5,Brilliant stay in Mumbai,"The hotel is extremely comfortable, the service and food is excellent. The staff were always courteous. I was very pleased with the Executive lounge and very pleased with the service in the lounge. I would definitely stay again."
3530,Shankar G C,5,Stay at Grand Hyatt,"I was at Grand Hyatt for a 2 nights on a business travel. Stay was pleasant, breakfast was awesome. Customer service was amazing. I would recommend this hotel to all on business travel with offices with in 10 km of airport. A variety of choices for transportation from autos to luxury cars  is available."
3531,Redoranges,4,Typical Grand Hyatt that Gets 4 instead of 5 Ratings,"I could have given a 5, instead of 4 due to breakfast service and experience.   The spread was good, the ambience, the layout was perfect at the restaurant. However, staff wasn't very attentive. I was trying to get coffee and could not see any staff near but in a distance, there were like at least 4 staff standing in one corner. Although they may be talking about work, but I just feel that perhaps they could just still look around and be more attentive while talking to each other.  Also, as I was about to finish my first serving, I found a sticker label, but i am really not sure does it come from a fruit, a can food etc. I did want to inform one of the staff but they seems so busy and does walk past guests fast without looking. My intention was just to feedback but not complain,…"
3532,Umesh1980,5,Worth,Its Worth. Good Decoum. Had various business meeting and all well organized. In fact all facilities are of high class. Enjoy all facilities and have lot of fun.  Different Restaurants good for change in taste if you stay long.
3533,gpkrishnan17,4,Ideal Place to stay a for Business Trip,Its all Good for a perfect stay in Mumbai.  A Complete comfort and splendid experience. The staff and management are very polite and friendly in behaviour.  It was an icing on the cake for my mumbai trip.
3534,Manoj P,5,superb top quality hotel,"we staying here for 3 nights on arriving from the UK, before heading out to Surat to see family and were there during the hotels 12 year anniversary. the hotel is as you'd expect from a 5 star hotel, all the facilities were top notch, the room was spacious and clean, the staff were very friendly and extremely helpful. when booking, try and get access to the grand club, they serve breakfast there away from the main restaurant and they have a cocktail hour of an evening, with snacks and drinks all included - well worth paying that bit extra, and its nice and quite in the club lounge for meetings etc.."
3535,Christopher H,5,Great Hotel,"I am visiting India on regular basis and my stay at the Grand Hyatt, Mumbai is always pleasant. The rooms are comfortable and the variety of restaurants is very good. The airport is also very close to the hotel."
3536,drnithishmd,5,good stay and package,a fantastic hotel to stay with very curteous staff from entry to exit.good spread of breakfast good food from the restaurant.lobby staff r very helpful in all matters.Rooms r very clean and well furnished.only sugestion would be during exit from the hotel the people at the gate r not very helping.wish they could help us with the luggage
3537,krishsahag,4,EXCELLENT STAY & FOOD,"I visited Grand Hyatt for my wedding anniversary,I should say that the property looks amazing.The decor inside is spectacular,the rooms very spacious and best for a couple.The room is close to the airport.The food is excellent specially the Chinese .Good choice of cocktails......Overall excellent stay."
3538,Saurabh T,2,Not so grand in service quality...,"While the name Grand Hyatt sets our expectation a truly impressive and professional hospitality, our experience during a conference of 500 plus guests was not so Grand. Though the team tried their best in managing the show but they had probably tried to bite more than they could actually chew. Check inn process and breakfast services showed their lack of planning and deployment of lesser number of people to handle a big conference. For many of us it was a first time stay at any Hyatt property and long waiting at check inn and restaurant mellowed our excitement.  I am sure team Hyatt would have provided us with best rates to organise a business meet, but that came at the cost of inefficient service."
3539,Ravi Pradeep P,4,The Hyatt level maintained,"One of the better Hyatt hotels I've been to. The rooms are great and so is the room service. Great restaurants is an added benefit as well.  The only downside I face is the staff at the reception were not ready to give me an extra room key, even when I showed my ID."
3540,Marsha123,5,Stunning hotel near to the airport,"This hotel is full of beautiful artwork, wonderful restaurants, lovely lovely staff, a perfect swimming pool and close to the airport.  Much better than many of the other five star hotels in mumbai, really worth a visit.  Especially of worth is their club lounge package which they serve 6 - 8 each evening.  A really delicious array of tasty sophisticated foods."
3541,Andrew S,5,Excellent Modern Hotel,The Grand Hyatt is an excellent hotel in a convenient location close to the airport.  The hotel is in very good condition and they maintain the property well.  There is an excellent selection of restaurants and the breakfast buffet is outstanding.  The internet service is good and there is no limit to the number of devices you can connect on your room account.  The rooms are quiet and comfortable; the staff is very courteous and helpful.
3542,TarunNPV,4,Efficiency and Warmth,"The Grand Hyatt is tucked a bit away from the international and domestic airports in Mumbai. But if you have work in the Bandra Kurla area, this is the place for you.  Efficiency hits you from the time the security scans your luggage to how the check in is done.  The murals, paintings and sculpture at the grand entrance really gets to you in a positive way.  One thing that this property gets in multiple tranches is conferences and weddings. The ball rooms are huge and service is efficient.  The rooms themselves give a touch of modern class and sensibilities , lifted up by technology.  Some of the rooms tend to have inconsistent bed sizes for some reason. But the room size itself is grand for a Mumbai hotel.  All in all a great choice for a comfortable stay , if you are ok to…"
3543,ON L,4,Quiet Hotel with Lush Greenery,"I stayed in this hotel for (4) days during my recent trip to Mumbai. The hotel looks rustic outside with shaded of lush greenery. At times the hotel getting so quiet an ironical setting from at least 500 meters afar where the noise & rush of speedily vehicles in metro Mumbai is too risky if you are not use with it.   The paintings and the arts in the hotel's lobby are treasures to behold, except the legion of staff at the reception & the concierge, they need to be given further training with customer service beyond reproach.   I stayed in one of the club rooms, so I have an access at the Lounge--food selections are poor--however, the lounge has an excellent view of the water falls!  I tried the Sunday Brunch at FIFTY FIVE EAST Restaurant--unpleasant experience though, it is a…"
3544,Jay D,4,Super hotel but mosquitos in the lobby,Great facility. And this was my second visit to the same facility in a 2 years. They welcomed me with a small upgrade. Super breakfast spread. Rooms are clean and good business hotel. Located in middle of Mumbai so connecting to North and south of Mumbai was easy . After all this is expected from a grand hyatt. 
3545,matryoshka2409,5,Very comfortable,"Comfortable stay, great service, all necessary amenities are present in the room. My friend accidentally dropped a glass and hurt her foot. We called housekeeping and immediately they showed up with a first aid kit and someone was sent to clean up the mess. I particularly love the L'occitane bath products :p"
3546,Robert D,5,Inside story of a convenient restful oasis,"Slept great the entire trip as gym was open 24/7, and 30-meter pool (!!!) was open from 6AM to 10PM.  Location in SantaCruz  neighborhood made easy pick-up and drop-off for my business partners every day.  Fine restaurants, too.  I shall return."
3547,whyborder,5,Excellent,"We stayed there with the family and it was just excellent. Great staff, several excellent food options, nice facilities with sport fitness, pools. The Chinese restaurant is one of the best in Mumbai. Rooms (as we stayed in different rooms) are spacious, clean. "
3548,Liumainland,5,It's amazing hotel.,"I love this hotel's professionalism, hospitality and their services. It's very pleasant stay at a brilliant hotel. Rooms are very comfortable, enormous and have necessary amenities.  Gym, sauna, restaurants and pub were great. Breakfast in the hotel was a great choice.  Location was great as it's near to Airport, beach and some other attractions.  I had a really very pleasant stay and would come back here again the next visit."
3549,Marc E,5,Amazing stay,"Grand Hyatt in Mumbai is the place to be for business trips in Mumbai. The facilities and restaurant are really five star and the staff are extremely friendly. Furthermore, the hotel is a few minutes from the Mumbai sea link which means you can benefit from both the quietness of the suburbs and the proximinity to the heart of mumbai. Also it is very close to the airport."
3550,Mandrake30,5,Excellent hotel,I always stay here when travelling via Mumbai. The location is excellent for the airport. If I had business in town I would stay elsewhere given its location. Very good service and delicious food. Rooms are comfortable and quiet. Nice bathrooms. Recommended.
3551,Surinda G,3,Good,Good customer service however on any rate changes very bad. I was booked at a higher rate however for the conference discount rate was available but the management never offered it after I checked in. No flexibility at all.
3552,RamShubsTar,4,"Top hotel, but beware the wedding groups!","Grand Hyatt is a good deluxe option if wanting to stay in the Western suburbs, about equidistant from the airport and the business district of BKC.  Pros - Large size rooms; the interior facing rooms look into the courtyard and the hotel structure with rooms on all four sides looking in into the large courtyard/rectangle give an almost palace like feel unlike that seen in most Bombay ""city"" hotels; the service is top notch and all needs are promptly attended, including a room change - which brings me to the negatives. Cons - Rooms with balcony tend to have mosquitos. Ask for an extra repellant lamp if you see many; the telephone system is iffy, or at least was the case in my room;  Most importantly, be careful which wing you are on. The rooms approached by lifts to the left are…"
3553,Dinesh J,4,Luxury,"The check in took ages but after the poor start, it only got better. Big rooms, comfy beds, clean bathrooms, fast wifi. The gym is one of the biggest I have seen. The sauna, steam room and the large indoor jacuzzi were well maintained. The outdoor swimming pool and jacuzzi was even better. Breakfast although delicious was a bit hectic. Orders for tea, omelette or toast were never delivered. A late check out meant we could enjoy the facilities even longer than anticipated. "
3554,djfowler,5,Truly a Grand Hyatt,"This hotel rightly deserves the name grand. The foyer features expanses of marble and is huge. Staff are everywhere to assist you with everything. The staff are highly trained and professional - as good as I have seen.  I was upgraded here to a diplomatic suite. The room was excellent. There was a large living area with a desk, huge TV and comfortable lounge. There is then a separate area (separated by a door) that has the bathroom and bedroom. The bathroom has a shower and a separate large hip  tub. There is plenty of hot water and good pressure. The room includes high quality toiletries that include a louder and bath salts.  The bedroom was large and comfortable. It included another large screen TV. The bed was firm but comfortable and I slept well. There is a mini bar -…"
3555,Hemaashri M,5,A seamless stay,"It was my first visit to mumbai and i was impressed by all the staff within the Hotel from the check in till the check out. The staffs were able to arrange everything that i need for a seamless stay. The room was very comfortable in every way with the timely housekeeping and luxury toiletries. During my 3 days stay, i enjoyed the food menu at the chinese, south indian and italian restaurants, along with the humble and attentive staffs, amit, genelia( chinese restaurant) and others   in the attached photograph. I really appreciate the moments taken by the chefs at the south indian restaurant to demonstrate the baking of a simple roti, which indeed knowledge full. I must say that the Hotel shines from its ambience, decor, food, services and attentive staffs and i would throughly…"
3556,Rahul D,5,Good place for corporate events,This place is close to Airport and easy to reach. You may reach here in 30 minutes even at traffic time. Ambience ks good and its big enough even cor large corporate meet. However not suitable for family trip as other tourist places are far and surrounded by slums. Overall good place one should prefer it only for business trils
3557,eharrison85,5,impressive!,"Lovely stay in Mumbai! Room was spotless and comfortable. Great location near airport, with airport pick up arranged at a fee. Could hear airplanes on my first night though. Tasty restaurants in hotel (ate at both the Indian and Italian restaurants, and breakfast). Most importantly felt safe and very well taken care of. Prices are expensive for Indian standards (American like prices)."
3558,Nomi,5,"Great hotel, a bit OTT..but each to their own","Enjoyed the experience, its a nice hotel...no its a very nice hotel...China town Chinese restaurant was excellent...you will enjoy your time there. I know I did. Mumbai is a crazy place, noisy, polluted, however you can escape the hustle bustle in this hotel. Check it out.  "
3559,Olivier b,3,quiet ok but.,"i have stayed in this hotel a few times, and always very happy with people and restaurant, facilities ( good food, nice pool and gym)  This last night i stayed on the express road and i had a hard time sleeping due to the noise !   so ask for a room looking opposite the main road and it ll be fine."
3560,Emir P,5,Great Hotel,"The Grand Hyatt Hotel in Mumbai was a great hotel.  Excellent accomodations, clean beautiful rooms, and professional friendly customer service staff.  Celini restaurants was excellent, decilious Italian food."
3561,Jelena R,5,Excelent,The stay was very pleasant. The stuff was very attentive and try to help in any issue. The room was clean and the room service was efficient. The only minus was the location of the hotel. It is located somewhat away from places of interest or shoping area. Otherwise it was perfect. Thank you once more.
3562,Angela B,5,"wow , palatial luxury.","My husband described it as palatial, it was simply a haven of calm in the craziness that is Mumbai. Nothing was too much trouble , We were treated like royalty throughout our stay. The service was perfect , the food wonderful. If you need a stay near the airport its a really good place to stay.it wasnt the bst location for us , but the accomodation and facilities were brilliant, we loved it. I would stay again if i wished to be pampered."
3563,Ujas_Doshi,4,Excellent hotel and polite staff,Grand Hyatt is very well known for hospitality. It was indeed an amazing time here. The staff is very helpful and polite. The ball room in the basement is one of its kind and isawesome for any official event.
3564,kkunal,5,Super Hotel,"We stayed here for 2 night while visiting Mumbai for a friends wedding, The hotel is located close to the airports but its situated a little bit in the interior and not close to anything. I mean you cant step out of the hotel and shop or maybe enjoy some local shopping or delicacies. Finding public transport is also difficult and an Uber takes a good 10 minutes at least to come. But once you are inside the hotel is like you dont want to step out. They have a huge lobby area and the check in process is simple and fast. Rooms are very well designed with a lot of space, good large bathrooms with top of the line amenities. Only one problem we had requested for a room close to the elevators but they gave us a room furthest from the elevators. Need to pay some attention towards…"
3565,Brian E M,3,Nice but noisy,"Hotel is nice with attached restaurants and surrounding grounds, but is very noisy.  This includes proximity to the airport and hearing planes take-off at times until 3am for international flights.  Also noise between rooms is generally constant at times from mid-night to 3am with guest coming in late from activities.  Unfortunately, not a great hotel for business travelers that need to get up early in the morning with a good night sleep.  Club level is ok, but limited in food and drink selection."
